Country,City,latitude,Longitude,Date,Type,UTCTime
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-28,set,2016-03-28 22:24:57
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-29,rise,2016-03-29 10:08:36
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-29,set,2016-03-29 22:25:10
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-30,rise,2016-03-30 10:07:47
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-30,set,2016-03-30 22:25:22
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-31,rise,2016-03-31 10:06:58
Sint Maarten,Philipsburg,18.029,-63.046,2016-03-31,set,2016-03-31 22:25:35
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-01,rise,2016-04-01 10:06:10
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-01,set,2016-04-01 22:25:47
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-02,rise,2016-04-02 10:05:22
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-02,set,2016-04-02 22:26:00
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-03,rise,2016-04-03 10:04:35
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-03,set,2016-04-03 22:26:13
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-04,rise,2016-04-04 10:03:47
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-04,set,2016-04-04 22:26:26
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-05,rise,2016-04-05 10:03:00
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-05,set,2016-04-05 22:26:39
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-06,rise,2016-04-06 10:02:13
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-06,set,2016-04-06 22:26:52
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-07,rise,2016-04-07 10:01:26
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-07,set,2016-04-07 22:27:05
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-08,rise,2016-04-08 10:00:40
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-08,set,2016-04-08 22:27:19
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-09,rise,2016-04-09 09:59:54
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-09,set,2016-04-09 22:27:33
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-10,rise,2016-04-10 09:59:08
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-10,set,2016-04-10 22:27:46
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-11,rise,2016-04-11 09:58:23
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-11,set,2016-04-11 22:28:00
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-12,rise,2016-04-12 09:57:38
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-12,set,2016-04-12 22:28:14
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-13,rise,2016-04-13 09:56:53
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-13,set,2016-04-13 22:28:28
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-14,rise,2016-04-14 09:56:10
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-14,set,2016-04-14 22:28:43
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-15,rise,2016-04-15 09:55:26
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-15,set,2016-04-15 22:28:57
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-16,rise,2016-04-16 09:54:43
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-16,set,2016-04-16 22:29:12
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-17,rise,2016-04-17 09:54:00
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-17,set,2016-04-17 22:29:27
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-18,rise,2016-04-18 09:53:19
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-18,set,2016-04-18 22:29:43
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-19,rise,2016-04-19 09:52:37
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-19,set,2016-04-19 22:29:58
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-20,rise,2016-04-20 09:51:56
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-20,set,2016-04-20 22:30:14
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-21,rise,2016-04-21 09:51:16
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-21,set,2016-04-21 22:30:30
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-22,rise,2016-04-22 09:50:37
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-22,set,2016-04-22 22:30:46
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-23,rise,2016-04-23 09:49:58
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-23,set,2016-04-23 22:31:02
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-24,rise,2016-04-24 09:49:19
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-24,set,2016-04-24 22:31:19
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-25,rise,2016-04-25 09:48:42
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-25,set,2016-04-25 22:31:36
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-26,rise,2016-04-26 09:48:05
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-26,set,2016-04-26 22:31:53
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-27,rise,2016-04-27 09:47:29
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-27,set,2016-04-27 22:32:11
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-28,rise,2016-04-28 09:46:54
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-28,set,2016-04-28 22:32:29
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-29,rise,2016-04-29 09:46:19
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-29,set,2016-04-29 22:32:47
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-30,rise,2016-04-30 09:45:45
Sint Maarten,Philipsburg,18.029,-63.046,2016-04-30,set,2016-04-30 22:33:05
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-01,rise,2016-05-01 09:45:13
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-01,set,2016-05-01 22:33:24
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-01,rise,2016-05-01 09:45:13
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-01,set,2016-05-01 22:33:24
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-02,rise,2016-05-02 09:44:40
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-02,set,2016-05-02 22:33:43
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-03,rise,2016-05-03 09:44:09
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-03,set,2016-05-03 22:34:02
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-04,rise,2016-05-04 09:43:39
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-04,set,2016-05-04 22:34:22
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-05,rise,2016-05-05 09:43:09
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-05,set,2016-05-05 22:34:42
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-06,rise,2016-05-06 09:42:41
Sint Maarten,Philipsburg,18.029,-63.046,2016-05-06,set,2016-05-06 22:35:02
